cardName,cardNumber,cardRarity,cardSubType,cleanName,finishType,marketPrice,setEra,setName,source_file,stage,supertype,patternType,tagName,isLegendary,isMythical,isStarter,isEeveelution,isMascot,isWaifuTrainer
Tyrogue,071/132,Common,Fighting,Tyrogue,Reverse Holofoil,0.2,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Tyrogue,False,False,False,False,False,False
Makuhita,072/132,Common,Fighting,Makuhita,Reverse Holofoil,0.24,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Makuhita,False,False,False,False,False,False
Makuhita,072/132,Common,Fighting,Makuhita,Normal,0.22,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Makuhita,False,False,False,False,False,False
Hariyama,073/132,Rare,Fighting,Hariyama,Holofoil,0.26,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Stage 1,Pokemon,none,Hariyama,False,False,False,False,False,False
Hariyama,073/132,Rare,Fighting,Hariyama,Reverse Holofoil,0.19,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Stage 1,Pokemon,none,Hariyama,False,False,False,False,False,False
Lunatone,074/132,Rare,Fighting,Lunatone,Reverse Holofoil,0.27,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Lunatone,False,False,False,False,False,False
Lunatone,074/132,Rare,Fighting,Lunatone,Holofoil,0.24,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Lunatone,False,False,False,False,False,False
Solrock,075/132,Uncommon,Fighting,Solrock,Normal,0.28,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Solrock,False,False,False,False,False,False
Solrock,075/132,Uncommon,Fighting,Solrock,Reverse Holofoil,0.26,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Solrock,False,False,False,False,False,False
Riolu,076/132,Common,Fighting,Riolu,Normal,0.19,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Riolu,False,False,False,False,False,False
Riolu,076/132,Common,Fighting,Riolu,Reverse Holofoil,0.35,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Riolu,False,False,False,False,False,False
Mega Lucario ex - 077/132,077/132,Double Rare,Fighting,Mega Lucario,Holofoil,1.23,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Stage 1,Pokemon,none,Lucario,False,False,False,False,True,False
Croagunk,078/132,Common,Fighting,Croagunk,Reverse Holofoil,0.21,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Croagunk,False,False,False,False,False,False
Croagunk,078/132,Common,Fighting,Croagunk,Normal,0.05,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Croagunk,False,False,False,False,False,False
Toxicroak,079/132,Common,Fighting,Toxicroak,Normal,0.08,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Stage 1,Pokemon,none,Toxicroak,False,False,False,False,False,False
Toxicroak,079/132,Common,Fighting,Toxicroak,Reverse Holofoil,0.16,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Stage 1,Pokemon,none,Toxicroak,False,False,False,False,False,False
Marshadow - 080/132,080/132,Uncommon,Fighting,Marshadow,Normal,0.07,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Marshadow,False,True,False,False,False,False
Marshadow - 080/132,080/132,Uncommon,Fighting,Marshadow,Reverse Holofoil,0.12,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Marshadow,False,True,False,False,False,False
Stonjourner,081/132,Uncommon,Fighting,Stonjourner,Reverse Holofoil,0.17,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Stonjourner,False,False,False,False,False,False
Stonjourner,081/132,Uncommon,Fighting,Stonjourner,Normal,0.07,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Stonjourner,False,False,False,False,False,False
Nacli,082/132,Common,Fighting,Nacli,Normal,0.11,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Nacli,False,False,False,False,False,False
Nacli,082/132,Common,Fighting,Nacli,Reverse Holofoil,0.18,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Nacli,False,False,False,False,False,False
Naclstack,083/132,Common,Fighting,Naclstack,Reverse Holofoil,0.18,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Stage 1,Pokemon,none,Naclstack,False,False,False,False,False,False
Naclstack,083/132,Common,Fighting,Naclstack,Normal,0.18,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Stage 1,Pokemon,none,Naclstack,False,False,False,False,False,False
Garganacl - 084/132,084/132,Uncommon,Fighting,Garganacl,Normal,0.04,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Stage 2,Pokemon,none,Garganacl,False,False,False,False,False,False
Garganacl - 084/132,084/132,Uncommon,Fighting,Garganacl,Reverse Holofoil,0.13,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Stage 2,Pokemon,none,Garganacl,False,False,False,False,False,False
Crawdaunt,085/132,Uncommon,Darkness,Crawdaunt,Reverse Holofoil,0.16,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Stage 1,Pokemon,none,Crawdaunt,False,False,False,False,False,False
Crawdaunt,085/132,Uncommon,Darkness,Crawdaunt,Normal,0.07,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Stage 1,Pokemon,none,Crawdaunt,False,False,False,False,False,False
Mega Absol ex - 086/132,086/132,Double Rare,Darkness,Mega Absol,Holofoil,0.7,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Absol,False,False,False,False,False,False
Spiritomb - 087/132,087/132,Uncommon,Darkness,Spiritomb,Normal,0.04,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Spiritomb,False,False,False,False,False,False
Spiritomb - 087/132,087/132,Uncommon,Darkness,Spiritomb,Reverse Holofoil,0.21,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Spiritomb,False,False,False,False,False,False
Yveltal,088/132,Rare,Darkness,Yveltal,Reverse Holofoil,0.24,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Yveltal,True,False,False,False,False,False
Yveltal,088/132,Rare,Darkness,Yveltal,Holofoil,0.2,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Yveltal,True,False,False,False,False,False
Nickit,089/132,Common,Darkness,Nickit,Normal,0.04,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Nickit,False,False,False,False,False,False
Nickit,089/132,Common,Darkness,Nickit,Reverse Holofoil,0.13,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Nickit,False,False,False,False,False,False
Thievul,090/132,Common,Darkness,Thievul,Reverse Holofoil,0.17,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Stage 1,Pokemon,none,Thievul,False,False,False,False,False,False
Thievul,090/132,Common,Darkness,Thievul,Normal,0.07,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Stage 1,Pokemon,none,Thievul,False,False,False,False,False,False
Shroodle - 091/132,091/132,Common,Darkness,Shroodle,Reverse Holofoil,0.21,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Shroodle,False,False,False,False,False,False
Shroodle - 091/132,091/132,Common,Darkness,Shroodle,Normal,0.04,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Shroodle,False,False,False,False,False,False
Grafaiai,092/132,Common,Darkness,Grafaiai,Normal,0.06,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Stage 1,Pokemon,none,Grafaiai,False,False,False,False,False,False
Grafaiai,092/132,Common,Darkness,Grafaiai,Reverse Holofoil,0.16,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Stage 1,Pokemon,none,Grafaiai,False,False,False,False,False,False
Steelix - 093/132,093/132,Rare,Metal,Steelix,Holofoil,0.13,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Stage 1,Pokemon,none,Steelix,False,False,False,False,False,False
Steelix - 093/132,093/132,Rare,Metal,Steelix,Reverse Holofoil,0.14,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Stage 1,Pokemon,none,Steelix,False,False,False,False,False,False
Mega Mawile ex - 094/132,094/132,Double Rare,Metal,Mega Mawile,Holofoil,0.71,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Mawile,False,False,False,False,False,False
Dialga,095/132,Rare,Metal,Dialga,Holofoil,0.13,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Dialga,True,False,False,False,False,False
Dialga,095/132,Rare,Metal,Dialga,Reverse Holofoil,0.16,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Dialga,True,False,False,False,False,False
Tinkatink,096/132,Common,Metal,Tinkatink,Reverse Holofoil,0.22,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Tinkatink,False,False,False,False,False,False
Tinkatink,096/132,Common,Metal,Tinkatink,Normal,0.08,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Tinkatink,False,False,False,False,False,False
Tinkatuff,097/132,Common,Metal,Tinkatuff,Reverse Holofoil,0.21,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Stage 1,Pokemon,none,Tinkatuff,False,False,False,False,False,False
Tinkatuff,097/132,Common,Metal,Tinkatuff,Normal,0.09,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Stage 1,Pokemon,none,Tinkatuff,False,False,False,False,False,False
Tinkaton,098/132,Uncommon,Metal,Tinkaton,Reverse Holofoil,0.19,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Stage 2,Pokemon,none,Tinkaton,False,False,False,False,False,False
Tinkaton,098/132,Uncommon,Metal,Tinkaton,Normal,0.07,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Stage 2,Pokemon,none,Tinkaton,False,False,False,False,False,False
Gholdengo,099/132,Uncommon,Metal,Gholdengo,Normal,0.04,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Stage 1,Pokemon,none,Gholdengo,False,False,False,False,False,False
Gholdengo,099/132,Uncommon,Metal,Gholdengo,Reverse Holofoil,0.13,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Stage 1,Pokemon,none,Gholdengo,False,False,False,False,False,False
Mega Latias ex - 100/132,100/132,Double Rare,Dragon,Mega Latias,Holofoil,0.59,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Latias,True,False,False,False,False,False
Latios,101/132,Uncommon,Dragon,Latios,Normal,0.07,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Latios,True,False,False,False,False,False
Latios,101/132,Uncommon,Dragon,Latios,Reverse Holofoil,0.18,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Latios,True,False,False,False,False,False
Spearow - 102/132,102/132,Common,Colorless,Spearow,Normal,0.03,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Spearow,False,False,False,False,False,False
Spearow - 102/132,102/132,Common,Colorless,Spearow,Reverse Holofoil,0.18,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Spearow,False,False,False,False,False,False
Fearow,103/132,Common,Colorless,Fearow,Reverse Holofoil,0.17,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Stage 1,Pokemon,none,Fearow,False,False,False,False,False,False
Fearow,103/132,Common,Colorless,Fearow,Normal,0.06,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Stage 1,Pokemon,none,Fearow,False,False,False,False,False,False
Mega Kangaskhan ex - 104/132,104/132,Double Rare,Colorless,Mega Kangaskhan,Holofoil,0.87,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Kangaskhan,False,False,False,False,False,False
Delibird - 105/132,105/132,Common,Colorless,Delibird,Reverse Holofoil,0.15,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Delibird,False,False,False,False,False,False
Delibird - 105/132,105/132,Common,Colorless,Delibird,Normal,0.07,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Delibird,False,False,False,False,False,False
Miltank,106/132,Common,Colorless,Miltank,Reverse Holofoil,0.13,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Miltank,False,False,False,False,False,False
Miltank,106/132,Common,Colorless,Miltank,Normal,0.08,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Miltank,False,False,False,False,False,False
Buneary,107/132,Common,Colorless,Buneary,Normal,0.12,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Buneary,False,False,False,False,False,False
Buneary,107/132,Common,Colorless,Buneary,Reverse Holofoil,0.2,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Buneary,False,False,False,False,False,False
Lopunny,108/132,Common,Colorless,Lopunny,Reverse Holofoil,0.22,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Stage 1,Pokemon,none,Lopunny,False,False,False,False,False,False
Lopunny,108/132,Common,Colorless,Lopunny,Normal,0.07,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Stage 1,Pokemon,none,Lopunny,False,False,False,False,False,False
Yungoos,109/132,Common,Colorless,Yungoos,Reverse Holofoil,0.12,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Yungoos,False,False,False,False,False,False
Yungoos,109/132,Common,Colorless,Yungoos,Normal,0.04,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Yungoos,False,False,False,False,False,False
Gumshoos - 110/132,110/132,Uncommon,Colorless,Gumshoos,Normal,0.03,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Stage 1,Pokemon,none,Gumshoos,False,False,False,False,False,False
Gumshoos - 110/132,110/132,Uncommon,Colorless,Gumshoos,Reverse Holofoil,0.18,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Stage 1,Pokemon,none,Gumshoos,False,False,False,False,False,False
Stufful - 111/132,111/132,Common,Colorless,Stufful,Normal,0.1,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Stufful,False,False,False,False,False,False
Stufful - 111/132,111/132,Common,Colorless,Stufful,Reverse Holofoil,0.22,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Basic,Pokemon,none,Stufful,False,False,False,False,False,False
Bewear,112/132,Common,Colorless,Bewear,Reverse Holofoil,0.19,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Stage 1,Pokemon,none,Bewear,False,False,False,False,False,False
Bewear,112/132,Common,Colorless,Bewear,Normal,0.09,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,Stage 1,Pokemon,none,Bewear,False,False,False,False,False,False
Acerola's Mischief - 113/132,113/132,Uncommon,Trainer - Supporter,Acerola,Normal,0.18,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,,Trainer,none,Acerola,False,False,False,False,False,False
Acerola's Mischief - 113/132,113/132,Uncommon,Trainer - Supporter,Acerola,Reverse Holofoil,0.16,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,,Trainer,none,Acerola,False,False,False,False,False,False
Boss's Orders [Ghetsis],114/132,Uncommon,Trainer - Supporter,Ghetsis,Reverse Holofoil,0.28,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,,Trainer,none,Ghetsis,False,False,False,False,False,False
Boss's Orders [Ghetsis],114/132,Uncommon,Trainer - Supporter,Ghetsis,Normal,0.16,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,,Trainer,none,Ghetsis,False,False,False,False,False,False
Energy Switch,115/132,Common,Trainer - Item,,Normal,0.2,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,,Trainer,none,nan,False,False,False,False,False,False
Energy Switch,115/132,Common,Trainer - Item,,Reverse Holofoil,0.28,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,,Trainer,none,nan,False,False,False,False,False,False
Fighting Gong - 116/132,116/132,Uncommon,Trainer - Item,,Normal,0.13,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,,Trainer,none,nan,False,False,False,False,False,False
Fighting Gong - 116/132,116/132,Uncommon,Trainer - Item,,Reverse Holofoil,0.3,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,,Trainer,none,nan,False,False,False,False,False,False
Forest of Vitality,117/132,Uncommon,Trainer - Stadium,,Normal,0.22,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,,Trainer,none,nan,False,False,False,False,False,False
Forest of Vitality,117/132,Uncommon,Trainer - Stadium,,Reverse Holofoil,0.4,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,,Trainer,none,nan,False,False,False,False,False,False
Iron Defender,118/132,Uncommon,Trainer - Item,,Normal,0.1,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,,Trainer,none,nan,False,False,False,False,False,False
Iron Defender,118/132,Uncommon,Trainer - Item,,Reverse Holofoil,0.21,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,,Trainer,none,nan,False,False,False,False,False,False
Lillie's Determination - 119/132,119/132,Uncommon,Trainer - Supporter,Lillie,Normal,0.32,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,,Trainer,none,Lillie,False,False,False,False,False,True
Lillie's Determination - 119/132,119/132,Uncommon,Trainer - Supporter,Lillie,Reverse Holofoil,0.78,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,,Trainer,none,Lillie,False,False,False,False,False,True
Lt. Surge's Bargain - 120/132,120/132,Uncommon,Trainer - Supporter,Lt. Surge,Reverse Holofoil,0.24,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,,Trainer,none,Lt. Surge,False,False,False,False,False,False
Lt. Surge's Bargain - 120/132,120/132,Uncommon,Trainer - Supporter,Lt. Surge,Normal,0.13,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,,Trainer,none,Lt. Surge,False,False,False,False,False,False
Mega Signal - 121/132,121/132,Uncommon,Trainer - Item,,Normal,0.17,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,,Trainer,none,nan,False,False,False,False,False,False
Mega Signal - 121/132,121/132,Uncommon,Trainer - Item,,Reverse Holofoil,0.21,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,,Trainer,none,nan,False,False,False,False,False,False
Mystery Garden - 122/132,122/132,Uncommon,Trainer - Stadium,,Normal,0.14,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,,Trainer,none,nan,False,False,False,False,False,False
Mystery Garden - 122/132,122/132,Uncommon,Trainer - Stadium,,Reverse Holofoil,0.18,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,,Trainer,none,nan,False,False,False,False,False,False
Pokemon Center Lady,123/132,Common,Trainer - Supporter,Pokemon Center Lady,Reverse Holofoil,0.24,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,,Trainer,none,Pokemon Center Lady,False,False,False,False,False,False
Pokemon Center Lady,123/132,Common,Trainer - Supporter,Pokemon Center Lady,Normal,0.16,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,,Trainer,none,Pokemon Center Lady,False,False,False,False,False,False
Premium Power Pro - 124/132,124/132,Uncommon,Trainer - Item,,Normal,0.11,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,,Trainer,none,nan,False,False,False,False,False,False
Premium Power Pro - 124/132,124/132,Uncommon,Trainer - Item,,Reverse Holofoil,0.21,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,,Trainer,none,nan,False,False,False,False,False,False
Rare Candy - 125/132,125/132,Common,Trainer - Item,,Reverse Holofoil,0.23,Mega Evolution,Mega Evolution,me01_mega_evolution_cleaned.csv,,Trainer,none,nan,False,False,False,False,False,False
